wav_filename,transcription_riva,transcription_deepspeech,transcription_aws,transcription_human1,annotator_1,gender_1,audio_language_1,audio_quality_1,additional_notes_1,annotation_id_1,transcription_human2,annotator_2,gender_2,audio_language_2,audio_quality_2,additional_notes_2,annotation_id_2,country,city,station,datetime
namibia_windhoek_EagleFM_2021-06-07T03.45.01_13.wav,rather irrigating as far as ch is concerned now we take you to south africa where the african nation of congress,repeating his 5 strides consent now take you to so africa where the african nation of congress,rather than segregating inspire studies concerned that we take you to south africa where the african national congress,right <unknown> <unknown> is concerned now we take it to south africa where the african national congress is,12,Male,English,Good,Not Covid Related ,266,<unknown> now we take it to south africa <unknown> african national congress ,3,Male,English,Okay,,319,Namibia,Windhoek,EagleFM,2021-06-07T03.45.01
nigeria_ado-ekiti_EktiRadio_2021-10-08T16.40.01_2.wav,there were good we messages from the nasu and the asu chairman of west who promised to walk in solidarity the transition from the senior staff union in colleges of education in nigeria skan to senior staff association of n university came as a result of the transition of the former college of education to the bam lumina university of education science and technology by the the state governmentyummy or legitimate reporting,there were good we messages from the national and the use chairman of west who promised to walk in solidarity that transition from the notion in colleges of education in nigeria soon to centralisation of natural university came as a result of the transition of the former college of education erected to the bemoanings of education science and technology by the distant government ermolai time reporting,there were goodwill messages from the natsu and the chairman of west who promised to work in solidarity the transition from the senior staff union in colleges of education in nigeria to senior staff association of nigerian university came as a result of the transition of the former college of education it correct to the bama delamielleure university of education science and technology by the state government yemi or legitimate reporting,there were goodwill messages from the nasu and the asuu chairmain of <unknown> who promised to work in solidarity the transition from the senior staff union in colleges of education in nigeria (ssucoen) to senior staff association of nigeria university came as a result of the transition of the formal college of education ikere ekiti to the bamidele olumilua university of education science and technology by the ekiti state government yemi o <unknown> reporting,10,Male,English,Good,,193,there good wee messages from the nasu and the asu chairman of <unknown> who promised to work in solidarity the transition from the senior staff union in colleges of education in nigeria <unknown> to senior staff association of nigeria university came as a result of the transition of the former college of education ikire ekiti to <unknown> university of education science and technology by the <unknown> state government yemi <unknown> reporting,6,Male,English,Good,,396,Nigeria,Ado-Ekiti,EktiRadio,2021-10-08T16.40.01
namibia_windhoek_EagleFM_2021-06-07T03.45.01_4.wav,about what local analysts are calling the biggest massacre in the country's history after gunmen killed at least 100 people in sultan village ,but look all analysts are calling the biggest massacre in the country's history after gun men killed at least 1 100 people insulting,about while local analysts are calling the biggest massacre in the country's history after gunmen killed at least 100 people in silicon village,about war local analysts are calling the biggest massacre in the country's history after gunmen killed at least 100 people in <unknown> village,10,Female,English,Okay,,270,<unknown> analysts are calling the biggest massacre in the country's history after gunmen killed at least 100 people in <unknown> village,3,Female,English,Okay,,330,Namibia,Windhoek,EagleFM,2021-06-07T03.45.01
south_africa_durban_EastCoastRadio_2021-08-11T10.00.01_9.wav,and china's drug regulator has approved the country's 1st mixed vaccine trial a company involved in the study says it will test the efficacy of combining an inactivated vaccine made by china svc with a dna based 1 developed by a u s pharmaceutical it says that preclinical workers found that 2 different vaccine applications produce an even stronger and more balanced immune response ,and china's drug relater has approved the country's first mixed vaccine trial accompanying bold in the study sestette efficacy of combining and inactivated vaccine made by tina sin each with a den base 1 developed by a us pharmaceutical it says a prelatical workers found that 2 different vaccinations produce an even stronger and more balanced immense,and china's drug regulator has approved the country's first mixed vaccine trial a company involved in the study says it will test the efficacy of combining an inactivated vaccine made by china's sinovac with the d n a based 1 developed by a u s pharmaceutical it says a pre clinical work has found that 2 different vaccine applications produce an even stronger and more balanced immune response,and china's drug regulator has approved the country's first first mixed vaccine trial the company involved in the study says it will test the efficacy of combining an inactivated vaccine made by china's sinovac with a dna based 1 developed by a us pharmaceutical it says preclinical work has found that 2 different vaccine applications produce an even stronger and more balanced immune response ,1,,,,,12,and china's drug regulator has approved the country's first mixed vaccine trial the company involved in the study says it will test the efficacy of combining an inactivated vaccine made by china's sinovac with a dnabased 1 developed by a us pharmaceutical it says preclinical work has found that 2 different vaccine applications produce an even stronger and more balanced immune <trunc>,4,Female,English,Good,,415,South Africa,Durban,EastCoastRadio,2021-08-11T10.00.01
nigeria_lagos_LagosTalks_2021-10-12T10.35.01_16.wav,specific health issues and based on the advice from your medical practitioner sometimes they ask you,specific health issues and based on the advice from a medical practitioner sometimes they ask,specific health issues based on the advice from your medical practitioner sometimes they ask you,specific health issues now based on the advice from your medical practitioners sometimes they asked you,11,Female,English,Good,,179,specific health issues are based on the advice from medical practitioners sometimes they ask you,19,Female,English,Good,,473,Nigeria,Lagos,LagosTalks,2021-10-12T10.35.01
south_africa_cape_town_CapeTalk_2021-02-12T14.00.01_7.wav,they've been implicated in corruption and money laundering relating to medb's memorial service in 2013 ,they fenili ated in corruption and money landing relating to my diversoria service in 20 30,they've been implicated in corruption and money laundering relating to madiba's memorial service in 2013,they've been implicated in a corruption and money laundering relating to madiba's memorial service in 2013,16,Male,English,Good,,521,they've been implicated in corruption and money laundering relating to mediva's memorial service in 2013,12,Male,English,Good,Not Covid Related ,212,South Africa,Cape Town,CapeTalk,2021-02-12T14.00.01
nigeria_abuja_WazobiaFM_2021-08-10T17.55.01_1.wav,code to find a free covid 19 test near you a message from your virginia department of health ,,code to find a free covid19 test near you a message from your virginia department of health,code to find a free covid19 test near you a message from your <unknown> department of health ,16,Male,English,Good,,540,code to find a free covid19 test near you a message from your virginia department of health,4,Male,English,Good,US-based I think.,139,Nigeria,Abuja,WazobiaFM,2021-08-10T17.55.01
namibia_windhoek_EagleFM_2021-01-27T03.40.02_1.wav,and the head of the african union on tuesday edge to kenya and somalia to exercise restraint and discol tensions along their borders,that's what he getting their 7 children and in a doubt waked nepotem an orphanage ban on criminals outside in a gericault if it,and the head of the african union on tuesday edged kenya and somalia to exercise restraint and de escalate tensions along their borders,and the head of the african union on tuesday urged to kenya and somalia to exercise restraint and deescalate tensions on their borders,2,Male,English,Good,,570,and the head of the african union on tuesday urged to kenya and somalia to exercise restraint and deescalate tensions along their borders ,20,Male,English,Good,,642,Namibia,Windhoek,EagleFM,2021-01-27T03.40.02
namibia_windhoek_EagleFM_2021-02-18T00.15.01_2.wav,okay that makes sense um and and pneumonia is something that i've also read umin a lot of articles that's connected to utihow can a u t i lead to pneumonia doctor ,okay it makes sense i am and no more is something that i've also read in a lot of articles that's goin take to you t y how can a utilidor,okay that makes sense um and and pneumonia is something that i've also read um in a lot of articles that's connected to u t i um how can a u t i lead to pneumonia doctor,okay that makes sense um and and pneumonia is something that i have also read um in a lot of articles connected to uti um how can the uti lead to pneumonia doctor,10,Female,English,Good,,279,okay that makes sense um and then pneumonia is something that i've also read um in a lot of articles that connected to uti um how can a uti lead to pneumonia doctor,2,Female,English,Okay,,664,Namibia,Windhoek,EagleFM,2021-02-18T00.15.01
nigeria_abeokuta_OgunRadioFM_2021-09-03T11.05.01_5.wav,report habitat african union special envoy strive mosa paed out that all the vaccines being produced in africa will stay in africa and be distributed to africa,we part have i that ethelyn special over strive more sneer but how about all the ages men produced in an african was seen africa and we distributed to africa,reports have it that african union special envoy strive news eva political that all the vaccines being produced in africa we'll stay in africa and be distributed to africa,a report had it that african union special envoys <unknown> <unknown> all the vaccines being produced in africa must to stay in africa and redistributed to africa ,16,Female,English,Okay,,563,report <unknown> that african union special <unknown> all the vaccines been produced in africa would stay in africa and redistributed in africa,1,Female,English,Okay,,117,Nigeria,Abeokuta,OgunRadioFM,2021-09-03T11.05.01
namibia_windhoek_EagleFM_2021-01-27T03.40.02_10.wav,in early 2000 2013 ethiopians we were arrested by the kenny authorities for illegal entry across the border previously another 23 ethiopian nationals were arrested in kenya ,in a little 1000 it quaintly attentions we are rested with the key on riches for a legal and try across the border previously another 20 recitations were arrested in kilo,in early 2000 and 2013 ethiopians were arrested by the kenyan authorities for illegal entry across the border previously another 23 ethiopian nationals were arrested in kenya,in early 2020 13 ethiopians were arrested by the kenya operators for illegal entry across the border previously another 23 ethiopian nationals were arrested in kenya,2,Male,English,Good,,651,in early 2020 13 ethiopians were arrested by the kenyan authorities for illegal entry across the border previously another 22 ethiopian nationals were arrested in kenya,12,Male,English,Good,Not Covid Related,293,Namibia,Windhoek,EagleFM,2021-01-27T03.40.02
nigeria_abuja_WazobiaFM_2021-08-10T17.55.01_10.wav,give your phone or you lose them del stand 9 0 1 7 9 1 1 has,for of a doubt to love little 1 and no 1 on a soap,and keep your phone or you lose them dull stand nice 017911 hot shop shop,them thief your phone or you lose them dial 901 7911 hash chop chop,6,Male,English,Good,,405,<trunc> your phone or you lose 'em dial star 901 star 911 hash <unknown>,12,Male,English,Okay,,72,Nigeria,Abuja,WazobiaFM,2021-08-10T17.55.01
nigeria_lagos_LagosTalks_2021-10-12T10.35.01_7.wav,moving on to another macro minerals which of course is part of the major minerals,on to another macro minerals which of course as poss of the major minerals,moving on to another macro minerals which of course is part of the major minerals,moving on to another macro minerals which of course is the major minerals,10,Female,English,Good,,109,moving on to another macro mineral which off cause is part of the major minerals,19,Female,English,Good,,482,Nigeria,Lagos,LagosTalks,2021-10-12T10.35.01
south_africa_durban_VumaFM_2021-02-03T04.00.01_5.wav,opposition parties have expressed concerns following the return of the provincial department of social developments chief financial officer brian dabber and 7 others stand accused of inflating prices for the procurement of 48000 blankets in august the cc mama has ruled that end dab returns to work and opposition parties say this is because the department is dragging its heels in presenting critical information to the standing committee on public accounts the a spokesperson on social development alma arab says the view they view that the reinstatement of the c cfo is travesty given the probe remains unresolved ,opposition parties ever expressed concerns following the return of the provincial department of social developments chief and until officer ran up and 7 others stand acused of inflating prices for the proponent of 40 8 1000 blankets in august the scale has rotted returns to work an opposition party say this is because of apartment is dragging tells presenting critical information standing commotion public counts the spokes person on social development almost view the view that the reinstatement of the seas of o as a travesty given the pro remains an result,opposition parties have expressed concerns following the return of the provincial department of social development chief financial officer brian daba and 7 others stand accused of inflating prices for the procurement of 48000 blankets in august the ccm a has ruled that indaba returns to work in opposition parties say this it's because the department is dragging its heels and presenting critical information to the standing committee on public accounts d a spokesperson on social development alma rabb says the view the view that the reinstatement of the c c f o as travesty given the probe remains unresolved,opposition parties have expressed concerns following the return of the provincial department of social development chief financial officer <pii> and 7 others stand accused of inflating prices for the procurement of 48000 <unknown> in august the ccma has ruled that <pii> returns to work and opposition parties say that this is because the department is dragging it's heals and presenting critical information to the standing committee on public accounts <unknown> spokesperson on social development <pii> says the view they view that the reinstatement of c cfo as a travesty given the probe remains unresolved,1,,,,,9,opposition parties have expressed concerns following the return of the provincial department of social development's chief financial officer brian ndaba and 7 others stand accused of inflating prices for the procurement of 408 1000 blankets in august the ccma has ruled that ndaba return to work and opposition parties say this is because the department is dragging its heels in presenting critical information to the standing committee on public accounts da spokesperson on social development elma rabe says the view  they view that the reinstatement of the c  cfo as a travesty given that the probe remains unresolved,4,Female,English,Good,,412,South Africa,Durban,VumaFM,2021-02-03T04.00.01
south_africa_cape_town_CapeTalk_2021-02-12T14.00.01_16.wav,showed reduced efficacy,showed deduced if,showed reduced ethical,<trunc> showed reduced <trunc>,15,,,,,359,showed reduced efficacy,12,Male,English,Good,,203,South Africa,Cape Town,CapeTalk,2021-02-12T14.00.01
nigeria_lagos_NigeriaInfoLagos_2021-02-01T11.55.01_9.wav,don't need to appear physically all you need to do is to leverage the opportunity we provided for you the opportunity to make extra money without your physical appearance by partnering with us it's a massive opportunity for everyone so tell me and for the benefits of just listening to us right now how do we,all all in to us to leverage the opportunity with provided for you the opportunity to make a trammon without your fiscal appear as my partner with us it's a massive opportunity for every 1 set or me and funniments of justness in to us right now or,you don't need to appear physically all you need to do is to leverage the opportunity we've provided for you the opportunity to make extra money without your physical appearance by partnering with us it's a massive opportunity for everyone so tell me and for the benefit of just listening to us right now how do we,you don't need to appear physically all you need to do is leverage the opportunity we've provided for you the opportunity to make extra money without your physical appearance by partnering with us it's a massive opportunity for everyone and tell me and for the benefit of those listening to us right now how do,11,"{""choices"": [""Male"", ""Female""]}",English,Good,,157,you don't need to appear physically all you need to do is to leverage the opportunity we have provided for you the opportunity to make extra money without your physical appearance by partnering with us it's a massive opportunity for everyone so tommy and for the benefit of those listening to us right now <trunc>,2,"{""choices"": [""Male"", ""Female""]}",English,Okay,,512,Nigeria,Lagos,NigeriaInfoLagos,2021-02-01T11.55.01
kenya_nairobi_HBRRadio_2021-04-11T16.20.02_7.wav,remember the only way to protect yourself from this new coronavirus variant is to wash your hands with soap and running water wear your mask properly and maintain social distance we must continue with this,remember the only way to protect yourself from this new role of virus variant as to washhand it so and running water were you mask properly and maintain social distance remote,remember the only way to protect yourself from this new coronavirus variant is to wash your hands with soap and running water where your mask properly and maintain social distance we must continue with,life () remember the only way to protect yourself from this new corona virus variant is to wash your hand with soap and running water wear your mask properly ad maintain social distance  we must continue with the ,20,"{""choices"": [""Male"", ""Female""]}",English,Good,,552,remember the only way to protect yourself from this new coronavirus variant is to wash your hands with soap and running water wear your mask properly and maintain social distance we must continue ,2,Female,English,Good,,598,Kenya,Nairobi,HBRRadio,2021-04-11T16.20.02
nigeria_abeokuta_OgunRadioFM_2021-09-03T11.05.01_14.wav,in new zealand have shot and killed a violent extremist after he stabbed and wounded at least,as alan have shot and killed a roland extremist after i stopped a wounded at least,place in new zealand have shot and killed a violent extremist after he stabbed and wounded at least,<trunc> new zealand have showed <unknown> after he stabbed and wounded at least,12,Female,English,Good,Not Covid Related ,257,police in new zealand have shot and killed a violent extremist after he stabbed and wounded a <unknown> ,16,Female,English,Okay,,593,Nigeria,Abeokuta,OgunRadioFM,2021-09-03T11.05.01
south_africa_cape_town_CapeTalk_2021-09-11T05.50.01_4.wav,also guilty of it i was actually when you asked me to come and share about this topic i reflect on myself,guilty of it i was actually within you ask me to come she about the stock in atonement and,also guilty of it i was actually when you asked me to come and share about this topic actually reflect on myself,also guilty of it i was actually and you asked me to come share about this topic i had to reflect on myself,2,,English,Bad,,200,so guilty of it i was actually when you asked me to come and share about this stuff <unknown> myself hmm,15,,,,,355,South Africa,Cape Town,CapeTalk,2021-09-11T05.50.01
namibia_windhoek_EagleFM_2021-01-27T03.40.02_9.wav,organizations like the eu emergency trust fund for africa have helped to secure the release of ethiopian migrants and even going uhead to secure them employment as well,or any rations like the images of cranford for africa have helped to secure the release of ethiopian migrants and even goahead to secure him employment as a,organizations like the eu emergency trust fund for africa have helped to secure the release of ethiopian migrants and even going uhead to secure them employment as well,organizations like the eu emergency trust fund for africa have helped to secure the release of ethiopian migrants and even gone uhead to secure them employment as well,12,Male,English,Good,Not Covid Related ,294,organizations like the eu emergency trust fund for africa have helped to secure the release of ethiopian migrants and even going to secure them employment as well,2,Male,English,Good,,650,Namibia,Windhoek,EagleFM,2021-01-27T03.40.02
nigeria_abuja_WazobiaFM_2021-08-10T17.55.01_9.wav,be when you carry your business banking information like your bin password or even ot p s given another person you don't leave your key for gets be at all don't mind anybody will call you put and sa them they follow access bank walk or text you say make you give them your em card number pin bbn password or 1 time password,and toiney do when you call your bissayan for me to like you been ashore goldpiece of tenderest don't leave your deforges me at all no man anybody we call you pretender as his bank walk portentous matogee them your inimitable behind password or antipater,country people not sure when you carry your personal banking information like your pin password or even otp self give another person you don't leave your key forgets potato don't mind anybody will call you pete and see them they follow access bank walk or text you say make you give them your a t m card number pin b v n password or 1 time password,<unknown> when you carry your personal banking information like your pin password or even otp server key given other person you leave your key for gets be data no mind anybody will call you pretend say them they follow access bank work or text you say make you give them your atm card number pin bvn password or want them password <trunc>,6,Male,English,Good,,407,<unknown> when you carry your personal banking information like your pin password or even otp serve give another person you don't use your key for <unknown> no mind anybody will call you pretend say them the full access bank walk or text you say quick you give them your atm card number pin bvn password or 1time password <trunc>,12,Male,English,Good,Pidgin/creole,64,Nigeria,Abuja,WazobiaFM,2021-08-10T17.55.01
kenya_nairobi_HBRRadio_2021-09-10T04.00.02_0.wav,don't you think 07:00 is this how we sound downs vibes and the rhythm ride it sick around some more mixes come in your way and of course don't forget to get grouches in the building or your freestyle friday as well ,to his dissolute grammar ma is coming away and of course i forget it gracie building for your free to friday as well,7 o'clock is this how we sound dancehall vibes on your rhythm ride stick around some more mixes coming your way and of course don't forget dj grouch is in the building with your freestyle friday as well,several talk at this hour is sound <unknown> <unknown> stick around some more mixes coming your way and of course don't forget to the grouches in the building freestyle friday as well,2,Male,English,Bad,,595,7 o clockvibestake a round some warm mixings coming your way and ofcourse dont forget dj grouchy is in the building and dj freestyle as well ,20,Male,English,Good,,555,Kenya,Nairobi,HBRRadio,2021-09-10T04.00.02
nigeria_lagos_NigeriaInfoLagos_2021-02-01T11.55.01_1.wav,saw us to be able to meet up with their daily needs there's a short story of a little boy he went to his father and asked dad what is the meaning of financial freedom and the dog said when you're sleeping at home and the 1 is out there working for you without your time or physical presence ie financial freedom ,1 apiece now what i'm tinker right now but if people will be interested in this great parties,so as to be able to meet up with their daily needs there's a short story of a little boy he went to his father and asked dad what is the meaning of financial freedom and dad said when you're sleeping at home and the 1 is out there working for you without your time of physical presence that is financial freedom,so as to be able to meet up with there daily need there is a short story of a little boy he went to his father and asked dad what is the meaning of financial freedom and the dad said when you are sleeping at the home and money is out there working for you without you time or physical presence  that is financial freedom,19,Male,English,Good,,469,"so as to be able to meet with our daily needs there's a <unknown> he went to his father and ask ""dad what is the meaning of financial freedom"" and the dad said ""when you're sleeping at home and the money is out there working for you without your time or physical presence that is financial freedom""",11,Male,English,Good,,165,Nigeria,Lagos,NigeriaInfoLagos,2021-02-01T11.55.01
south_africa_cape_town_CapeTalk_2021-09-11T05.50.01_13.wav,i'm creating that sense of it has to be okay because i'm okay so so to your point it's about brushing it off,in creating that seems of it it has to be a patio so since you won his bet flashing in all,i'm creating that sense of it has to be unfair because i'm okay so so to your point it's about brushing it off,creating <unknown> it has to be okay because i'm okay so to your point it's about brushing it off,2,Female,English,Okay,,168,um i'm creating that same <unknown>  it has to be ok because i'm ok so up to a point it's about brushing it off,15,Female,English,Okay,,309,South Africa,Cape Town,CapeTalk,2021-09-11T05.50.01
south_africa_cape_town_HeartFM_2021-09-20T15.00.01_15.wav,walk assistant coach dion davids confirming that chas and colby is a definite dott for the santa's match against new zealand,wooden david sir confirming the chase an come is a deaf a dart or for the sentis mate gainst mustees,assistant coach deane davids confirming that chest and colby is a definite doubt for this saturday's match against new zealand's,assistant coach deon davidson confirming the  colby is a definite  for the saturday's match against new zealanders,6,,,,,29,<trunc> assistant coach deon davids confirming the chase of <unknown> isn't a different dart for the saturday's match against <unknown>,16,Male,English,Bad,,337,South Africa,Cape Town,HeartFM,2021-09-20T15.00.01
south_africa_cape_town_HeartFM_2021-09-20T15.00.01_6.wav,none of their deaths have been linked to those covid vaccines but meanwhile the head of operations in the province doctor sadik says they will continue to monitor the information ,none of the deaths have been linked to those coleraine but meanwhile they had of operations in the province damtidam says they will continue to monitor the information,none of their deaths have been linked to those covid vaccines but meanwhile the head of operations in the province doctor sidi karim says they will continue to monitor the information,none of the deaths have been linked to those covid vaccines but meanwhile the head of the operation in the province doctor sadiq kareem says they will continue to monitor the information ,16,Female,English,Good,,489,none of their deaths have been linked to those covid vaccines but meanwhile the head of operations in the province doctor sadik kadim will continue to monitor the information,2,Female,English,Good,,104,South Africa,Cape Town,HeartFM,2021-09-20T15.00.01
nigeria_ado-ekiti_EktiRadio_2021-10-08T16.40.01_0.wav,universityof management support calling for cooperation in taking the institution to the international standards,unity of moniments opot calling for cooperation in taking the situation to the international standards,university of management support calling for cooperation in taking the institution to the international standards,university of management support calling for cooperation in taking the institution to international standards,6,Male,English,Good,,398,university of management support calling for cooperation in taking the institution to the international standards,10,Male,English,Good,,195,Nigeria,Ado-Ekiti,EktiRadio,2021-10-08T16.40.01
namibia_windhoek_EagleFM_2021-01-27T03.40.02_18.wav,i taking a look at more and more of the you coming through on the african continent now we take a look at what's playing out right across the world beginning with the world economic forum special addressed by the president of france that mano macron,taking a look at more and more of the use coming through on the african continent now it aureataland out to watercress the world the beginning with the woldemar especial addressed by the president of france that manuma come the,are taking a look at more and more of the news coming through on the african continent now we take a look at what's playing out right across the world beginning with the world economic forum a special address by the president of france that's emmanuel macron there,i take a look at more and more of the use coming through on the african continent now we take a look at what is the plain out to whether cross the world beginning with the world economic forum special address by the president of france emmanuel macron ,10,Male,English,Good,,284,and taking a look at more and more of the news coming through on the african continent now we take a look at what's playing out right across the world beginning with the world economic forum a special address by the president of france that's emanuel macron,2,Male,English,Good,,659,Namibia,Windhoek,EagleFM,2021-01-27T03.40.02
namibia_windhoek_EagleFM_2021-06-07T03.45.01_2.wav,to assure people that life had returned to normal following a number of military operations the massive attack by suspected yards came hours after another t friday evening onregion which claimed the lives of at least 14 people including an armed volunteer we had come to help them ,to a shore people with that life at recent sonoma following him number of military operations the massive attack by suspected ye tis a came hours after another that friday evening and taalat a village in the center a region which claimed the lives of at least of 14 keeping an armed volunteer we had come to help them,to assure people that life had returned to normal following a number of military operations the massive attack by suspected here this came hours after another attack friday evening on today's yatta village in the same region which claimed the lives of at least 14 people including an armed volunteer we had come to help them see,to assure people what that like <unknown> to normal following in the number of military operations the massive attacks by suspected <unknown> came out after another attack friday evening on tadariata village in <unknown> region which claimed the lives of at least 14 people including a volunteer with come to help them <trunc>,10,Male,English,Okay,,272,to assure people that <unknown> returns to normal following a number of military operations the massive attack was suspected <unknown> came hours after another attack friday evening on <unknown> a village in the center region which claimed the lives of at least 14 people including an armed volunteer who had come to help them,2,Male,English,Good,,669,Namibia,Windhoek,EagleFM,2021-06-07T03.45.01
namibia_windhoek_EagleFM_2021-06-07T03.45.01_11.wav,he urged all chadian to get vaccinated as the coronavirus does not discriminate by religion or ethnicity,he urged all cabins to get vaccinated as the corona virus does not discriminate by religion or is misty,he urged all chadians to get vaccinated as the coronavirus does not discriminate by religion or ethnicity,he urged <unknown> to get vaccinated as the coronavirus does not discriminate by religion or ethnicity ,3,Female,English,Okay,,322,he urged all chadians to get vaccinated and as the coronavirus does not discriminate by religion or ethnicity ,12,Female,English,Good,,268,Namibia,Windhoek,EagleFM,2021-06-07T03.45.01
namibia_windhoek_OmulungaRadio_2021-09-24T11.30.01_1.wav,on wednesday also only recorded 36 new cases from a total of 1100 samples tested marking a positivity rate of only 33 % well below the w h o benchmark of 5 % ,they also recorded 30 6 new cases from a to l of 1 1000 1 100 samples tested marking a positivity rate a 1 3 point 3 per cent while below the who bench mark of 5 per cent,on wednesday also only recorded 36 new cases from a total of 1100 samples tested marking a positivity rate of only 33% well below the wh o benchmark of 5%,here is on wednesday also a new record that 66 new cases from a total of 1100 samples tested marking a positivity rate beneath 33% below the who benchmark of 5%,16,Male,English,Good,,615,wednesday also are you recorded 36 new cases from a total of 1100 samples tested marking a positivity rate of only 33% well below the who benchmark of 5%,1,Male,English,Good,,122,Namibia,Windhoek,OmulungaRadio,2021-09-24T11.30.01
nigeria_lagos_NigeriaInfoLagos_2021-02-01T11.55.01_10.wav,this opportunity doesn't have anything to do with whether you're educated or not and that's a good,this opportunity doesn't have anything to do with whether your educated or not and that a good,this opportunity doesn't have anything to do with whether you're educated or not and that's a good,this opportunity doesn't have anything to do whether you're educated or not and that include,11,"{""choices"": [""Male"", ""Female""]}",English,Good,there are both gender talking but I cannot tick mark both gender,56,this opportunity doesn't have anything to do with whether you're educated or not,2,Male,English,Okay,,511,Nigeria,Lagos,NigeriaInfoLagos,2021-02-01T11.55.01
south_africa_durban_EastCoastRadio_2021-08-11T10.00.01_1.wav,radio all right it's time now for your latest news watch and it's brought to you by the crazy store 425 stores nationwide hey you never know what you might find ,already it's time now for your latest news with and it's brought you by the crazy store 4 100 and 20 5 stores nationwide hey you never know what you might find,most radio all right it's time now for your latest news watch and it's brought to you by the crazy store 425 stores nationwide hey you never know what you might find,<trunc> radio all right it's time now for your latest news watch and it's brought to you by the crazy store 425 stores nation wide hey!,2,Female,English,Okay,,32,<unknown> radio all right it's time now for your latest news <unknown> brought to you by the crazy store 425 stores nationwide hey! you never know what you might find,16,Female,English,Okay,,334,South Africa,Durban,EastCoastRadio,2021-08-11T10.00.01
namibia_windhoek_EagleFM_2021-01-27T03.40.02_5.wav,somalia has accused kina of supporting armed fighters who engaged the somali forces on monday a fight that claimed 11 people's lives the information ministry in somalia said kenya backed bandits we are attempting to smuggle weapons into somalia through the porous border kenya however has distanced itself from delegations and say it wants the conflict to end that's what we're getting as far as ie considered now off to tanzania where maga fli has released 1789 prison ethiopian migrants ,so ali has accused king of supporting armed fighters we engaged the somali forces on monday a fight that claimed 11 people's lives they forsitan amalia sat king a backhand it we attempting to smile we once into samaria through the porous border kisses from the legations and set it once the conflict to end that warieties fire that is content attend the nearest 1 1000 7 100 and 80 9 a present at opimian,somalia has accused kenya of supporting armed fighters who engage the somali forces on monday a fight that claimed 11 people's lives the information ministry in somalia said kenya backed bandits were attempting to smuggle weapons into somalia through the porous border kenya we ever has distanced itself from delegations and said it wants the conflict to end that's what we're getting as far as that is concerned now off to tanzania where margo fully has released 1789 imprisoned ethiopian migrants,somalia has accused kenya of supporting armed fighters when engaged the somalian forces on monday a fight that claimed 11 peoples' lives the information ministry in somalia said kenya backed bandits were attempting to smuggle weapons into somalia through the porous border kenya however has distanced itself from the allegations and said it wants the conflict to end that's what we get in this fight that is consent now off to tanzania where magufuli has listed 1789 imprisoned european migrants,2,Male,English,Good,,565,somalia has accused kenya of supporting armed fighters who engaged with the somali forces on monday  a fight that claimed 11 people's lives the information ministry in somalia said kenya backed bandits who were attempting to smuggle weapons into somalia through the porous border  kenya however has distanced itself from allegations  and said it wants that the conflict ends that''s what we are getting as far as that is concerned  now over to tanzania where magofolia has released 1789 imprisoned ethiopian migrants ,20,Male,English,Good,,646,Namibia,Windhoek,EagleFM,2021-01-27T03.40.02
namibia_windhoek_EagleFM_2021-09-25T02.30.02_1.wav,that's the only way i see we as we can moveyou forward as a continent,that's the only way i see we have we can move on now for what is a continent,that's the only way i see we as we can move you know forward as a continent,that's the only way i see we as we can move you know forward as a continent,12,Male,English,Good,,261,that's the only way i see we as we can move a you know forward as um a continent,16,Male,English,Good,,604,Namibia,Windhoek,EagleFM,2021-09-25T02.30.02
south_africa_cape_town_CapeTalk_2021-09-11T05.50.01_0.wav,specifically during the pandemic where when you're checking in with people and all y now i'm great i've been good and we know there's so many things that have happened,as i think i joined the pace we when you chicking in with people in a aristograt have been good and he now be so many things that had happened ,specifically during the pandemic where when you're checking in with people and all years now i'm great i've been good and we know there's so many things that have happened um,specifically during the pandemic when you are checking in on those people and oh yeah i have been great i am good i mean now there have been so many things that have happened uhm ,12,Female,,Good,,202,specifically joined the pandemic when you're checking in with people and all <unknown> no i'm great i have been good (laughing) and we know this so many things that have happened um,15,,,,,364,South Africa,Cape Town,CapeTalk,2021-09-11T05.50.01
nigeria_abeokuta_OgunRadioFM_2021-09-03T11.05.01_9.wav,adding that 108 trucks were stranded outside trey and that none of the vehicles had been allowed to enter the region for the past 12 days ,and about 1 100 8 drugs were stranded outside segre and then none of the vices had allowed to enter the region for the past 2 days,adding that 108 trucks were stranded outside degree and that none of the vehicles have been allowed to enter the region for the past 12 days,other than 108 trucks were stranded outside <unknown> and that none of the vehicles have been allowed to enter the region for the past 12 days ,16,Female,English,Okay,,581,<unknown> 100 trucks <unknown> all the vehicles have been allowed to <unknown> region for the past 2 of days,1,Female,English,Okay,,113,Nigeria,Abeokuta,OgunRadioFM,2021-09-03T11.05.01
namibia_windhoek_EagleFM_2021-02-18T00.15.01_6.wav,then we can ca culture that urine we send the urine to the lab,then we can catch a that you sin with senden the lamb,then we can culture that urine we send your into the lab,then we can <unknown> that urine within the urine to the lab,10,Female,English,Good,,275,then we can <unknown>,3,Female,English,Bad,,331,Namibia,Windhoek,EagleFM,2021-02-18T00.15.01
