wav_filename,transcription_riva,transcription_deepspeech,transcription_aws,transcription_human1,annotator_1,gender_1,audio_language_1,audio_quality_1,additional_notes_1,annotation_id_1,transcription_human2,annotator_2,gender_2,audio_language_2,audio_quality_2,additional_notes_2,annotation_id_2,country,city,station,datetime
kenya_nairobi_HBRRadio_2021-04-11T16.20.02_7.wav,remember the only way to protect yourself from this new coronavirus variant is to wash your hands with soap and running water wear your mask properly and maintain social distance we must continue with this,Remember the only way to protect yourself from this new role of virus variant as to washhand it so and running water were you mask properly and maintain social distance remote,"Remember, the only way to protect yourself from this new coronavirus variant is to wash your hands with soap and running water where your mask properly and maintain social distance, we must continue with.
","Life (??) ...Remember the only way to protect yourself from this new Corona virus variant is to wash your hand with soap and running water, wear your mask properly ad maintain social distance . We must continue with the ..",20,"{""choices"": [""Male"", ""Female""]}",English,Good,,552,"Remember, the only way to protect yourself from this new coronavirus variant is to wash your hands with soap and running water, wear your mask properly, and maintain social distance. We must continue ",2,Female,English,Good,,598,Kenya,Nairobi,HBRRadio,2021-04-11T16.20.02
nigeria_abeokuta_OgunRadioFM_2021-09-03T11.05.01_14.wav,in new zealand have shot and killed a violent extremist after he stabbed and wounded at least,As alan have shot and killed a roland extremist after i stopped a wounded at least,"Place in New Zealand have shot and killed a violent extremist after he stabbed and wounded at least.
",<TRUNC> New Zealand have showed <UNKNOWN> after he stabbed and wounded at least,12,Female,English,Good,Not Covid Related ,257,Police in New Zealand have shot and killed a violent extremist after he stabbed and wounded a <UNKNOWN> ,16,Female,English,Okay,,593,Nigeria,Abeokuta,OgunRadioFM,2021-09-03T11.05.01
rwanda_kigali_RadioRwanda_2021-01-29T03.05.01_0.wav,kim we got mugabe and da tuki need a nai a caut kana hakka kuka banana karun mi tangara mo,Quillcote denominate a continent as cora but not a cocacola at aramon is in slavonian,"
",<UNKNOWN> ,18,Male,Non-English,Good,,433,,9,Male,Non-English,Good,Audio in a language other than English,58,Rwanda,Kigali,RadioRwanda,2021-01-29T03.05.01
south_africa_cape_town_CapeTalk_2021-09-11T05.50.01_4.wav,also guilty of it i was actually when you asked me to come and share about this topic i reflect on myself,Guilty of it i was actually within you ask me to come she about the stock in atonement and,"Also guilty of it, I was actually when you asked me to come and share about this topic, actually reflect on myself.
","Also guilty of it, I was actually, and you asked me to come share about this topic, I had to reflect on myself",2,,English,Bad,,200,so guilty of it. I was actually when you asked me to come and share about this stuff <UNKNOWN> myself. Hmm.,15,,,,,355,South Africa,Cape Town,CapeTalk,2021-09-11T05.50.01
kenya_kitale_RadioSafariFM_2021-08-04T03.45.01_4.wav,went down with the kym to f my own the money,But now the kidnapper and i would fleetingly keela,"Kenya, you put them there and I'm going to assemble the man in Dubai a managed reality to keep planning.
",,14,,Non-English,,Not transcribed.,69,<UNKNOWN> Kenya <UNKNOWN>,1,Male,Non-English,Okay,,338,Kenya,Kitale,RadioSafariFM,2021-08-04T03.45.01
namibia_windhoek_EagleFM_2021-09-25T02.30.02_5.wav,another epidemic come we will find enough he because he he pulled those that main behind,A man may do to me decontaminated to poelcapelle,"Another It didn't make you come we find not because here she was proud of just mainly behind.
",<UNKNOWN> because we are <UNKNOWN>,16,Male,English,Bad,,619,<UNKNOWN>,11,Male,Non-English,Okay,,189,Namibia,Windhoek,EagleFM,2021-09-25T02.30.02
kenya_nairobi_MeruFM_2021-09-05T15.40.01_6.wav,langat bout kri wagga ks in yomi iki tama ganada you gta ka domalde to unga oh what that was abukuma,That would ha bottiaea caroline he caring or my cameronian to evening it carlomein give out that he cariateen mother to evening kinda boat i don't know about the poison to me the woman i no,"You need to give that to to what.
",,2,,Non-English,,,575,,20,Male,Non-English,Good,,634,Kenya,Nairobi,MeruFM,2021-09-05T15.40.01
namibia_windhoek_EagleFM_2021-01-27T03.40.02_9.wav,organizations like the eu emergency trust fund for africa have helped to secure the release of ethiopian migrants and even going ahead to secure them employment as well,Or any rations like the images of cranford for africa have helped to secure the release of ethiopian migrants and even goahead to secure him employment as a,"Organizations like the EU Emergency Trust Fund for Africa have helped to secure the release of Ethiopian migrants and even going ahead to secure them employment as well.
",Organizations like the EU Emergency Trust Fund for Africa have helped to secure the release of Ethiopian migrants and even gone ahead to secure them employment as well,12,Male,English,Good,Not Covid Related ,294,Organizations like the EU Emergency Trust Fund for Africa have helped to secure the release of Ethiopian migrants and even going to secure them employment as well,2,Male,English,Good,,650,Namibia,Windhoek,EagleFM,2021-01-27T03.40.02
nigeria_abuja_WazobiaFM_2021-08-10T17.55.01_9.wav,be when you carry your business banking information like your bin password or even ot p s given another person you don't leave your key for gets be at all don't mind anybody will call you put and sa them they follow access bank walk or text you say make you give them your em card number pin bbn password or one time password,And toiney do when you call your bissayan for me to like you been ashore goldpiece of tenderest don't leave your deforges me at all no man anybody we call you pretender as his bank walk portentous matogee them your inimitable behind password or antipater,"Country people not sure when you carry your personal banking information like your pin password or even OTP self, give another person you don't leave your key. Forgets potato. Don't mind, anybody will call you Pete and see them. They follow access bank walk or text you say. Make you give them your A T. M. Card number, pin B V. N. Password or one time password.
","<UNKNOWN> when you carry your personal banking information like your PIN, password or even OTP server key given other person. You leave your key for gets be data. No mind anybody will call you pretend say them they follow access bank work or text you say make you give them your ATM card number, PIN, BVN, password or want them password <TRUNC>",6,Male,English,Good,,407,"<UNKNOWN> when you carry your personal banking information like your pin, password, or even OTP serve give another person. You don't use your key for <UNKNOWN>. No mind anybody will call you, pretend say them the full access bank walk, or text you say, quick you give them your ATM card number, PIN, BVN, password, or one-time password <TRUNC>",12,Male,English,Good,Pidgin/creole,64,Nigeria,Abuja,WazobiaFM,2021-08-10T17.55.01
kenya_nairobi_HBRRadio_2021-09-10T04.00.02_0.wav,don't you think 07:00 is this how we sound downs vibes and the rhythm ride it sick around some more mixes come in your way and of course don't forget to get grouches in the building or your freestyle friday as well ,To his dissolute grammar ma is coming away and of course i forget it gracie building for your free to friday as well,"seven o'clock is this how we sound? Dancehall vibes on your rhythm ride. Stick around. Some more mixes coming your way and of course, don't forget DJ Grouch is in the building with your freestyle friday as well.
","Several talk at this hour is sound. <UNKNOWN> <UNKNOWN> Stick around some more mixes coming your way and of course don't forget to the grouches in the building, freestyle friday as well",2,Male,English,Bad,,595,...7 o clock...Vibes....Take a round some warm mixings coming your way and ofcourse dont forget DJ Grouchy is in the building and DJ Freestyle as well ,20,Male,English,Good,,555,Kenya,Nairobi,HBRRadio,2021-09-10T04.00.02
rwanda_kigali_KTRadio_2021-04-16T09.50.01_1.wav,matan kya kyonan green ork are continental w jaw,Novels,"Kenya Continental by two million.
",,8,,Non-English,,Not transcribed,85,,2,,Non-English,,,503,Rwanda,Kigali,KTRadio,2021-04-16T09.50.01
nigeria_lagos_NigeriaInfoLagos_2021-02-01T11.55.01_1.wav,saw us to be able to meet up with their daily needs there's a short story of a little boy he went to his father and asked dad what is the meaning of financial freedom and the dog said when you're sleeping at home and the one is out there working for you without your time or physical presence i.e. financial freedom ,One apiece now what i'm tinker right now but if people will be interested in this great parties,"So as to be able to meet up with their daily needs. There's a short story of a little boy. He went to his father and asked Dad what is the meaning of financial freedom? And dad said, when you're sleeping at home and the one is out there working for you without your time of physical presence, That is financial freedom.
","so as to be able to meet up with there daily need, there is a short story of a little boy, he went to his father and asked, dad what is the meaning of financial freedom, and the dad said when you are sleeping at the home and money is out there working for you without you time or physical presence  that is financial freedom.",19,Male,English,Good,,469,"so as to be able to meet with our daily needs. There's a <UNKNOWN>, he went to his father and ask, ""Dad what is the meaning of financial freedom."" And the Dad said, ""When you're sleeping at home and the money is out there working for you without your time or physical presence, that is financial freedom.""",11,Male,English,Good,,165,Nigeria,Lagos,NigeriaInfoLagos,2021-02-01T11.55.01
south_africa_cape_town_CapeTalk_2021-09-11T05.50.01_13.wav,i'm creating that sense of it has to be okay because i'm okay so so to your point it's about brushing it off,In creating that seems of it it has to be a patio so since you won his bet flashing in all,"I'm creating that sense of it has to be unfair because I'm okay, so, so to your point, it's about brushing it off.
","Creating <UNKNOWN> it has to be okay because I'm okay, so to your point it's about brushing it off",2,Female,English,Okay,,168,Um I'm creating that same <UNKNOWN> . It has to be OK because I'm OK. So up to a point it's about brushing it off.,15,Female,English,Okay,,309,South Africa,Cape Town,CapeTalk,2021-09-11T05.50.01
kenya_kitale_RadioSafariFM_2021-08-04T03.45.01_13.wav,why would you to embar an atta sama ind ama wa kenya to waja so we got into an app to allow neighbor rice,Why buecbuee with him my enemy a man who cannot wake him we just to walk at toupillier,"Whatever came to embody an attack them, a CMA kenya had to watch him, which also we're getting into an up of anarchy to allow neighbor race.
",<UNKNOWN>,1,Male,Non-English,Good,,348,,14,,Non-English,,Not transcribed.,93,Kenya,Kitale,RadioSafariFM,2021-08-04T03.45.01
south_africa_cape_town_HeartFM_2021-09-20T15.00.01_15.wav,walk assistant coach dion davids confirming that chas and colby is a definite dott for the santa's match against new zealand,Wooden david sir confirming the chase an come is a deaf a dart or for the sentis mate gainst mustees,"Assistant coach Deane Davids, confirming that Chest and Colby is a definite doubt for this saturday's match against New Zealand's.
",assistant coach Deon Davidson confirming the ??? Colby is a definite ??? for the Saturday's match against New Zealanders,6,,,,,29,<TRUNC> Assistant Coach Deon Davids confirming the chase of <UNKNOWN> isn't a different dart for the Saturday's match against <UNKNOWN>,16,Male,English,Bad,,337,South Africa,Cape Town,HeartFM,2021-09-20T15.00.01
south_africa_cape_town_HeartFM_2021-09-20T15.00.01_6.wav,none of their deaths have been linked to those covid vaccines but meanwhile the head of operations in the province dr. sadik says they will continue to monitor the information ,None of the deaths have been linked to those coleraine but meanwhile they had of operations in the province damtidam says they will continue to monitor the information,"None of their deaths have been linked to those covid vaccines, but meanwhile, the head of operations in the province, doctor Sidi Karim says they will continue to monitor the information.
","None of the deaths have been linked to those COVID vaccines, but meanwhile the head of the operation in the province, Dr. Sadiq Kareem, says they will continue to monitor the information. ",16,Female,English,Good,,489,"None of their deaths have been linked to those COVID vaccines. But meanwhile the head of operations in the province, Dr. Sadik Kadim will continue to monitor the information",2,Female,English,Good,,104,South Africa,Cape Town,HeartFM,2021-09-20T15.00.01
rwanda_kigali_RadioRwanda_2021-01-09T04.25.01_16.wav,tiba hiri mu foni in jasa wum auk min quali fra at coc,For an gessoriacum quite a friend of coconino your,"
",<UNKNOWN> ,18,Male,Non-English,Good,,437,,9,Male,Non-English,Good,,92,Rwanda,Kigali,RadioRwanda,2021-01-09T04.25.01
rwanda_kigali_KTRadio_2021-04-16T09.50.01_10.wav,i shall be su when you youdo you,The sooner we deliver a hare he do you a,"Yeah sure you would have not uh.
",,8,,Non-English,,"Not English, not transcribed",61,<UNKNOWN> ,18,Male,Non-English,Good,,456,Rwanda,Kigali,KTRadio,2021-04-16T09.50.01
nigeria_ado-ekiti_EktiRadio_2021-10-08T16.40.01_0.wav,universityof management support calling for cooperation in taking the institution to the international standards,Unity of moniments opot calling for cooperation in taking the situation to the international standards,"University of Management support calling for cooperation in taking the institution to the international standards.
",university of management support calling for cooperation in taking the institution to international standards,6,Male,English,Good,,398,University of management support calling for cooperation in taking the institution to the international standards,10,Male,English,Good,,195,Nigeria,Ado-Ekiti,EktiRadio,2021-10-08T16.40.01
rwanda_kigali_RadioRwanda_2021-06-06T12.25.01_15.wav,no one avoids an hi ring of the german,No more odious in good now anita,"No Where Now You Don't Want to.
",<UNKNOWN>,6,Male,Non-English,Good,,371,Test VM,1,,,,,13,Rwanda,Kigali,RadioRwanda,2021-06-06T12.25.01
namibia_windhoek_EagleFM_2021-01-27T03.40.02_18.wav,i taking a look at more and more of the you coming through on the african continent now we take a look at what's playing out right across the world beginning with the world economic forum special addressed by the president of france that mano macron,Taking a look at more and more of the use coming through on the african continent now it aureataland out to watercress the world the beginning with the woldemar especial addressed by the president of france that manuma come the,"Are taking a look at more and more of the news coming through on the African continent. Now, we take a look at what's playing out right across the world, beginning with the World Economic Forum, a special address by the president of France. That's Emmanuel Macron there.
","I take a look at more and more of the use coming through on the African continent. Now we take a look at what is the plain out to whether cross the world, beginning with the World Economic Forum special address by the President of France, Emmanuel Macron ",10,Male,English,Good,,284,"And taking a look at more and more of the news coming through on the African continent. Now we take a look at what's playing out right across the world, beginning with the World Economic Forum, a special address by the president of France, that's Emanuel Macron",2,Male,English,Good,,659,Namibia,Windhoek,EagleFM,2021-01-27T03.40.02
rwanda_kigali_RadioRwanda_2021-06-06T12.25.01_6.wav,ku go you in the,We go to be seen at every ten ambition more so,"Could we be suing the tobacco How are you telling me you animal?
",,12,,,,,240,<UNKNOWN>,6,Male,Non-English,Good,,380,Rwanda,Kigali,RadioRwanda,2021-06-06T12.25.01
namibia_windhoek_EagleFM_2021-06-07T03.45.01_2.wav,to assure people that life had returned to normal following a number of military operations the massive attack by suspected yards came hours after another t friday evening onregion which claimed the lives of at least 14 people including an armed volunteer we had come to help them ,To a shore people with that life at recent sonoma following him number of military operations the massive attack by suspected ye tis a came hours after another that friday evening and taalat a village in the center a region which claimed the lives of at least of fourteen keeping an armed volunteer we had come to help them,"To assure people that life had returned to normal following a number of military operations, the massive attack by suspected here. This came hours after another attack Friday evening on today's Yatta village in the same region, which claimed the lives of at least 14 people, including an armed volunteer, we had come to help them see.
","To assure people what that like <UNKNOWN> to normal, following in the number of military operations the massive attacks by suspected <UNKNOWN> came out after another attack Friday evening on Tadariata village in <UNKNOWN> region which claimed the lives of at least 14 people including a volunteer with come to help them <TRUNC>",10,Male,English,Okay,,272,"to assure people that <UNKNOWN> returns to normal following a number of military operations. The massive attack was suspected <UNKNOWN> came hours after another attack Friday evening. On <UNKNOWN>, a village in the center region, which claimed the lives of at least 14 people including an armed volunteer who had come to help them",2,Male,English,Good,,669,Namibia,Windhoek,EagleFM,2021-06-07T03.45.01
namibia_windhoek_EagleFM_2021-06-07T03.45.01_11.wav,he urged all chadian to get vaccinated as the coronavirus does not discriminate by religion or ethnicity,He urged all cabins to get vaccinated as the corona virus does not discriminate by religion or is misty,"He urged all chadians to get vaccinated as the coronavirus does not discriminate by religion or ethnicity.
",He urged <UNKNOWN> to get vaccinated as the coronavirus does not discriminate by religion or ethnicity ,3,Female,English,Okay,,322,He urged all Chadians to get vaccinated and as the Coronavirus does not discriminate by religion or ethnicity. ,12,Female,English,Good,,268,Namibia,Windhoek,EagleFM,2021-06-07T03.45.01
rwanda_kigali_RadioRwanda_2021-08-08T20.20.01_8.wav,-,,"
",<UNKNOWN>,16,Male,Non-English,Bad,,532,,12,Male,Non-English,Okay,,220,Rwanda,Kigali,RadioRwanda,2021-08-08T20.20.01
rwanda_kigali_RadioRwanda_2021-01-09T04.25.01_7.wav,on the no moan raj kana bazan fang kukui kashima kuai quai what law,On redistribute but too but never what no one,"Donna Donna Donna.
",,12,Male,Non-English,Good,,249,<UNKNOWN> ,18,Male,Non-English,Good,,446,Rwanda,Kigali,RadioRwanda,2021-01-09T04.25.01
namibia_windhoek_OmulungaRadio_2021-09-24T11.30.01_1.wav,on wednesday also only recorded 36 new cases from a total of 1100 samples tested marking a positivity rate of only 3.3 % well below the w h o benchmark of 5 % ,They also recorded thirty six new cases from a to l of one thousand one hundred samples tested marking a positivity rate a one three point three per cent while below the who bench mark of five per cent,"On Wednesday also only recorded 36 new cases from a total of 1100 samples tested marking a positivity rate of only 3.3%, well below the WH. O benchmark of 5%.
","Here is on Wednesday, also a new record that 66 new cases from a total of 1100 samples tested marking a positivity rate beneath 3.3% below the WHO benchmark of 5%",16,Male,English,Good,,615,Wednesday also are you recorded 36 new cases from a total of 1100 samples tested marking a positivity rate of only 3.3% well below the WHO benchmark of 5%,1,Male,English,Good,,122,Namibia,Windhoek,OmulungaRadio,2021-09-24T11.30.01
nigeria_lagos_NigeriaInfoLagos_2021-02-01T11.55.01_10.wav,this opportunity doesn't have anything to do with whether you're educated or not and that's a good,This opportunity doesn't have anything to do with whether your educated or not and that a good,"This opportunity doesn't have anything to do with whether you're educated or not and that's a good.
","this opportunity doesn't have anything to do whether you're educated or not, and that include",11,"{""choices"": [""Male"", ""Female""]}",English,Good,there are both gender talking but I cannot tick mark both gender,56,This opportunity doesn't have anything to do with whether you're educated or not.,2,Male,English,Okay,,511,Nigeria,Lagos,NigeriaInfoLagos,2021-02-01T11.55.01
rwanda_kigali_RadioRwanda_2021-01-29T03.05.01_8.wav,dog yuy we a kun you need as shabaka pak guk to gombe or creat to k we yeah we had a kuna naabinvu azo the sharak rokkes,What will he that doctor if you have to shoot at her to whom a wherever we were of conniving more begone and cultivate corn while a ithaca,"Uh huh.
",<UNKNOWN> ,18,Male,Non-English,Good,,425,,3,Male,Non-English,Good,,45,Rwanda,Kigali,RadioRwanda,2021-01-29T03.05.01
south_africa_durban_EastCoastRadio_2021-08-11T10.00.01_1.wav,radio alright it's time now for your latest news watch and it's brought to you by the crazy store 425 stores nationwide hey you never know what you might find ,Already it's time now for your latest news with and it's brought you by the crazy store four hundred and twenty five stores nationwide hey you never know what you might find,"Most radio all right. It's time now for your latest news watch and it's brought to you by the crazy store, 425 stores nationwide. Hey, you never know what you might find.
","<TRUNC> radio. All right, it's time now for your latest news watch. And it's brought to you by the crazy store 425 stores nation wide. Hey!",2,Female,English,Okay,,32,<UNKNOWN> radio... Alright it's time now for your latest news <UNKNOWN> brought to you by the crazy store 425 stores nationwide. Hey! You never know what you might find.,16,Female,English,Okay,,334,South Africa,Durban,EastCoastRadio,2021-08-11T10.00.01
nigeria_abuja_WazobiaFM_2021-08-10T17.55.01_5.wav,i seem to dodge like this to and the s see near you everywhere you go m t n,The imp large light before it and the selivrea you go and in,"Seem to touch like the store within the cell c near you everywhere you go. MtN.
","<UNKNOWN> near you. Everywhere you go, MTN.",6,Male,English,Good,,402,<UNKNOWN> near you. Everywhere you go. MTN.,4,Male,Non-English,Good,English and non-English.,135,Nigeria,Abuja,WazobiaFM,2021-08-10T17.55.01
namibia_windhoek_EagleFM_2021-01-27T03.40.02_5.wav,somalia has accused kina of supporting armed fighters who engaged the somali forces on monday a fight that claimed eleven people's lives the information ministry in somalia said kenya backed bandits we are attempting to smuggle weapons into somalia through the porous border kenya however has distanced itself from delegations and say it wants the conflict to end that's what we're getting as far as i.e. considered now off to tanzania where maga fli has released 1789 prison ethiopian migrants ,So ali has accused king of supporting armed fighters we engaged the somali forces on monday a fight that claimed eleven people's lives they forsitan amalia sat king a backhand it we attempting to smile we once into samaria through the porous border kisses from the legations and set it once the conflict to end that warieties fire that is content attend the nearest one thousand seven hundred and eighty nine a present at opimian,"Somalia has accused Kenya of supporting armed fighters who engage the Somali forces on Monday, a fight that claimed 11 people's lives. The information ministry in Somalia said Kenya backed bandits were attempting to smuggle weapons into Somalia through the porous border, kenya. We ever has distanced itself from delegations and said it wants the conflict To end. That's what we're getting, as far as that is concerned now, off to Tanzania, where Margo fully has released 1,789 imprisoned Ethiopian migrants.
","Somalia has accused Kenya of supporting armed fighters when engaged the Somalian forces on Monday, a fight that claimed 11 peoples' lives. The information ministry in Somalia said Kenya backed bandits were attempting to smuggle weapons into Somalia through the porous border. Kenya however has distanced itself from the allegations and said it wants the conflict to end. That's what we get in this fight. that is consent .Now off to Tanzania, where Magufuli has listed 1789 imprisoned European migrants",2,Male,English,Good,,565,"Somalia has accused Kenya of supporting armed fighters who engaged with the Somali forces on Monday , a fight that claimed eleven people's lives. The information ministry in Somalia said Kenya backed bandits who were attempting to smuggle weapons into Somalia through the porous border . Kenya however has distanced itself from allegations  and said it wants that the conflict ends... That''s what we are getting as far as that is concerned .. Now over to Tanzania where Magofolia has released 1789 imprisoned Ethiopian migrants ",20,Male,English,Good,,646,Namibia,Windhoek,EagleFM,2021-01-27T03.40.02
kenya_nairobi_MeruFM_2021-09-05T15.40.01_11.wav,po is mo yang ki kanya kano kandana kaja muzo mo on k youtube yeah mar f maga you book the came him kana,Boy years and i will be kitangatanga nicanor them orally to test to demolition too a man of amiable and he commented,"Oh yes and Medicare dembo on Early A Studio on Youtube Yeah mary f f m Khanna.
",Oh yes.......studio... Youtube... Meru FM,20,Male,Non-English,Good,,639,,12,Male,Non-English,Good,,235,Kenya,Nairobi,MeruFM,2021-09-05T15.40.01
kenya_nairobi_MeruFM_2021-09-05T15.40.01_2.wav,go for hash autokey unlimited call kadaram we nachi gim a,As intimate and limited cogitating what needing demeanor at the,"For harsh to Nokia, unlimited calls, wondering where she didn't give me a k.
",...for hash...Unlimited ....,20,Female,Non-English,Good,,630,For harsh ,2,,Non-English,,,579,Kenya,Nairobi,MeruFM,2021-09-05T15.40.01
namibia_windhoek_EagleFM_2021-09-25T02.30.02_1.wav,that's the only way i see we as we can moveyou forward as a continent,That's the only way i see we have we can move on now for what is a continent,"That's the only way I see we as we can move, you know forward as a continent.
",That's the only way I see we as we can move you know forward as a continent,12,Male,English,Good,,261,"That's the only way I see. We as, we can move a, you know, forward as um a continent.",16,Male,English,Good,,604,Namibia,Windhoek,EagleFM,2021-09-25T02.30.02
kenya_kitale_RadioSafariFM_2021-08-04T03.45.01_0.wav,tuna kamata saima karak supla foes song sa manami sk,Do not go at a similar paupers of wonders a son the bed seminaries in,"To commit a similar copay supersede the minimum skill.
",,14,,Non-English,,Not transcribed.,63,,4,Male,Non-English,Good,,361,Kenya,Kitale,RadioSafariFM,2021-08-04T03.45.01
south_africa_cape_town_CapeTalk_2021-09-11T05.50.01_0.wav,specifically during the pandemic where when you're checking in with people and all y now i'm great i've been good and we know there's so many things that have happened,As i think i joined the pace we when you chicking in with people in a aristograt have been good and he now be so many things that had happened ,"Specifically during the pandemic where when you're checking in with people and all years now, I'm great, I've been good and we know there's so many things that have happened um.
","Specifically, during the pandemic, when you are checking in on those people and oh, yeah, I have been great, I am good. I mean now there have been so many things that have happened. Uhm. ",12,Female,,Good,,202,"specifically joined the pandemic, when you're checking in with people and all <UNKNOWN> no I'm great, I have been good (laughing) and we know this, so many things that have happened um",15,,,,,364,South Africa,Cape Town,CapeTalk,2021-09-11T05.50.01
nigeria_abeokuta_OgunRadioFM_2021-09-03T11.05.01_9.wav,adding that 108 trucks were stranded outside trey and that none of the vehicles had been allowed to enter the region for the past twelve days ,And about one hundred eight drugs were stranded outside segre and then none of the vices had allowed to enter the region for the past two days,"Adding that 108 trucks were stranded outside degree and that none of the vehicles have been allowed to enter the region for the past 12 days.
",Other than 108 trucks were stranded outside <UNKNOWN> and that none of the vehicles have been allowed to enter the region for the past 12 days. ,16,Female,English,Okay,,581,<UNKNOWN> 100 trucks <UNKNOWN> all the vehicles have been allowed to <UNKNOWN> region for the past 2 of days,1,Female,English,Okay,,113,Nigeria,Abeokuta,OgunRadioFM,2021-09-03T11.05.01
namibia_windhoek_EagleFM_2021-02-18T00.15.01_6.wav,then we can ca culture that urine we send the urine to the lab,Then we can catch a that you sin with senden the lamb,"Then we can culture that urine we send your into the lab.
","Then we can <UNKNOWN> that urine within, the urine to the lab",10,Female,English,Good,,275,Then we can <UNKNOWN>,3,Female,English,Bad,,331,Namibia,Windhoek,EagleFM,2021-02-18T00.15.01
rwanda_kigali_RadioRwanda_2021-01-09T04.25.01_12.wav,yana sigi n baz hirah bads no naquet kara hi tori vasa bazan kona tuk kar rab bamas siva,The seashore none at quarter to revelation canariensis with,"Yeah and the two rivers on Sunday.
",<UNKNOWN> ,18,Male,Non-English,Good,,441,,12,Female,Non-English,Good,,244,Rwanda,Kigali,RadioRwanda,2021-01-09T04.25.01
south_africa_cape_town_HeartFM_2021-09-20T15.00.01_11.wav,rabaa a 67 year old is a vocal critic of the current president paul giga he's denied all the charges against him and says he was in fact kidnapped from dubai earlier this year to be put on trial in rwanda prosecutors are trying to have him sentenced to life ,As samboangan a sixty seven year old is a vocal crotin on the current president polygamy is the night all the charges against him and says he was in fact kidnap from the by earlier this year to be put on trial in ronda prince prosecutors are trying to have him sentenced to life,"That's a Bazinga, year old, is a vocal critic of the current president, Paul Kagame. He's denied all the charges against him and says he was in fact kidnapped from Dubai earlier this year to be put on trial. In Rwanda, prosecutors are trying to have him sentenced to life.
","Rusesabagina, 67-year-old is a vocal critique of the current president, Paul Kagame, he denied all chargers against him. He was in fact, kidnapped from Dubai earlier this year to be put on trial in Rwanda. Pros... Prosecutor um trying to have him sentenced to life. ",16,Female,English,Good,,461,<TRUNC> A 67 year old is a vocal critic of the current president Paul Kagame. He's denied all the charges against him and says he was in fact kidnapped from Dubai earlier this year to be put on trial in Rwanda. Prosecutors trying to have him senteneced to life.,2,Female,English,Okay,,70,South Africa,Cape Town,HeartFM,2021-09-20T15.00.01
south_africa_cape_town_HeartFM_2021-09-20T15.00.01_2.wav,this number includes voters who went to register in person or online of the new voters more than 20000 are young people ag between 18 and 21 years old the independent electoral commission says there were no major disruptions at this station except one incident in the berlant moms bur on saturday a group of people had apparently tried protesting against poison ,Includes voters who went a register in person or on line of the new voters more than twenty thousand or young people age between eighteen and twenty one years old the intervened the electoral commission says there were no major disruptions at the station except one incident in the bollands man's breath on saturday a group of people had apparently tried to protesting against post,"This number includes voters who went to register in person or online. Of the new voters. More than 20,000 are young people aged between 18 and 21 years old. The Independent Electoral Commission says there were no major disruptions at their station, except one incident in the boiler and mom's bury on Saturday. A group of people had apparently tried protesting against porter.
","This number includes voters who went to register in person or online. Of the new voters, more than 20,000 are young people, aged between 18 and 21 years old. Independent electoral commission says there were no major disruptions at the station. Except one incident in the <UNKNOWN> on Saturday, a group of people had apparently tried protesting against <TRUNC>",2,Female,English,Good,,148,"These numbers include voters who went to register in person or online. Of the new voters, more than 20.000 of young people, aged between 18-21 years old, independent electoral commission say no major disruption at the station, except one incident in the <UNKNOWN> on Saturday. A group of people had to apparently tried protesting against <TRUNC>",16,Female,English,Okay,,493,South Africa,Cape Town,HeartFM,2021-09-20T15.00.01
rwanda_kigali_RadioRwanda_2021-01-29T03.05.01_13.wav,with j to go to kuba ka tagui and mi no,Would you doubletongue,"
",,3,Male,Non-English,Good,,40,<UNKNOWN> ,18,Male,Non-English,Good,,420,Rwanda,Kigali,RadioRwanda,2021-01-29T03.05.01
rwanda_kigali_RadioRwanda_2021-06-06T12.25.01_2.wav,a harbor is chinook naya baba akasaka oku y proto how could you go ka ch koa hari is iza if you go who you read bako bass which she was ai he was not to him,He imitated a sack you poor owenacurra and paharis names if you can eibarramendia to garrulity and agapemonites,"Uh huh choco a una villanueva. You've got your protocol when you have a heart, Who is uh who's uh if you go back to my uh?
",,3,Female,Non-English,Good,,36,<UNKNOWN>,6,Female,Non-English,Good,,384,Rwanda,Kigali,RadioRwanda,2021-06-06T12.25.01
namibia_windhoek_EagleFM_2021-01-27T03.40.02_14.wav,owner of russia is a home for all phones and vulnerable children speaking to the media they africa's most populous country has been plagued by kidnappings for years with criminals largely targeting the wealthy and prominent but more recently the pool of victims has expanded,Or not of a shower home for all finds in one reported speaking to the media there are priamos populous country has been pledged the bacinet for years with criminals the lightly targeting they roldan prominent but more recently the pool of victims as expanded,"Owner of Russia's home for orphans and vulnerable Children, speaking to the media, they're Africa's most populous country has been plagued by kidnappings for years, with criminals are largely targeting the wealthy and prominent. But more recently, the pool of victims has expanded.
",On and offline home for orphans and vulnerable children. Speaking to the media there. Africa's most populous country has been plagued by kidnappings for years. With criminals likely targeting they will be more prominent. But more recently the pool of victims has expanded,2,Male,English,Good,,655,"ONA of racial home for orphans in one raped of children speaking to the media there, Africa's most populous country has been plan <UNKNOWN> kidnapping for years with criminals largely targeting wealthy and prominent. And more recently the pool of victims has expanded",10,Male,English,Okay,,289,Namibia,Windhoek,EagleFM,2021-01-27T03.40.02
